country,year,control_total_patents
ES,1997,1622.0
ES,1998,1794.0
ES,1999,1668.0
ES,2000,1701.0
ES,2001,1057.0
ES,2002,1600.0
ES,2003,1647.0
ES,2004,2327.0
ES,2005,1902.0
ES,2006,2325.0
ES,2007,2032.0
ES,2008,2357.0
ES,2009,2499.0
ES,2010,2614.0
ES,2011,2559.0
ES,2012,2784.0
ES,2013,2969.0
ES,2014,2313.0
ES,2015,2137.0
ES,2016,1873.0
ES,2017,1638.0
ES,2018,1175.0
ES,2019,576.0
ES,2020,
NL,1985,274.0
NL,1986,201.0
NL,1987,172.0
NL,1988,141.0
NL,1989,147.0
NL,1990,130.0
NL,1991,121.0
NL,1992,116.0
NL,1993,88.0
NL,1994,166.0
NL,1995,813.0
NL,1996,1889.0
NL,1997,2122.0
NL,1998,2163.0
NL,1999,2144.0
NL,2000,2205.0
NL,2001,1983.0
NL,2002,1788.0
NL,2003,1890.0
NL,2004,1804.0
NL,2005,1806.0
NL,2006,1795.0
NL,2007,1743.0
NL,2008,1643.0
NL,2009,1597.0
NL,2010,1767.0
NL,2011,1653.0
NL,2012,1732.0
NL,2013,1452.0
NL,2014,1165.0
NL,2015,1624.0
NL,2016,1937.0
NL,2017,1635.0
NL,2018,1578.0
NL,2019,1545.0
NL,2020,
IL,1985,230.0
IL,1986,188.0
IL,1987,200.0
IL,1988,214.0
IL,1989,263.0
IL,1990,354.0
IL,1991,423.0
IL,1992,329.0
IL,1993,392.0
IL,1994,328.0
IL,1995,429.0
IL,1996,478.0
IL,1997,425.0
IL,1998,419.0
IL,1999,455.0
IL,2000,349.0
IL,2001,233.0
IL,2002,311.0
IL,2003,
IL,2004,
IL,2005,381.0
IL,2006,372.0
IL,2007,320.0
IL,2008,295.0
IL,2009,343.0
IL,2010,734.0
IL,2011,484.0
IL,2012,594.0
IL,2013,690.0
IL,2014,723.0
IL,2015,787.0
IL,2016,
IL,2017,742.0
IL,2018,750.0
IL,2019,862.0
IL,2020,
MA,1985,27.0
MA,1986,62.0
MA,1987,65.0
MA,1988,71.0
MA,1989,57.0
MA,1990,45.0
MA,1991,63.0
MA,1992,46.0
MA,1993,88.0
MA,1994,79.0
MA,1995,77.0
MA,1996,
MA,1997,90.0
MA,1998,
MA,1999,
MA,2000,
MA,2001,
MA,2002,
MA,2003,
MA,2004,45.0
MA,2005,128.0
MA,2006,
MA,2007,115.0
MA,2008,
MA,2009,5.0
MA,2010,126.0
MA,2011,112.0
MA,2012,145.0
MA,2013,
MA,2014,
MA,2015,109.0
MA,2016,74.0
MA,2017,126.0
MA,2018,101.0
MA,2019,89.0
MA,2020,
AE,1985,
AE,1986,
AE,1987,
AE,1988,
AE,1989,
AE,1990,
AE,1991,
AE,1992,
AE,1993,
AE,1994,
AE,1995,
AE,1996,
AE,1997,
AE,1998,
AE,1999,
AE,2000,
AE,2001,
AE,2002,
AE,2003,
AE,2004,
AE,2005,
AE,2006,
AE,2007,
AE,2008,
AE,2009,2.0
AE,2010,
AE,2011,
AE,2012,1.0
AE,2013,
AE,2014,
AE,2015,2.0
AE,2016,
AE,2017,
AE,2018,4.0
AE,2019,3.0
AE,2020,
CU,1985,
CU,1986,
CU,1987,
CU,1988,
CU,1989,24.0
CU,1990,
CU,1991,
CU,1992,1.0
CU,1993,101.0
CU,1994,62.0
CU,1995,36.0
CU,1996,42.0
CU,1997,
CU,1998,45.0
CU,1999,
CU,2000,
CU,2001,
CU,2002,
CU,2003,49.0
CU,2004,34.0
CU,2005,41.0
CU,2006,37.0
CU,2007,
CU,2008,59.0
CU,2009,
CU,2010,53.0
CU,2011,9.0
CU,2012,21.0
CU,2013,17.0
CU,2014,
CU,2015,10.0
CU,2016,9.0
CU,2017,8.0
CU,2018,4.0
CU,2019,2.0
CU,2020,
SE,1985,1748.0
SE,1986,1828.0
SE,1987,2183.0
SE,1988,1798.0
SE,1989,1412.0
SE,1990,1380.0
SE,1991,1404.0
SE,1992,1394.0
SE,1993,1652.0
SE,1994,1239.0
SE,1995,1248.0
SE,1996,1733.0
SE,1997,2010.0
SE,1998,2125.0
SE,1999,1745.0
SE,2000,1920.0
SE,2001,2116.0
SE,2002,2237.0
SE,2003,2495.0
SE,2004,1504.0
SE,2005,1203.0
SE,2006,1050.0
SE,2007,1037.0
SE,2008,1009.0
SE,2009,1116.0
SE,2010,842.0
SE,2011,855.0
SE,2012,603.0
SE,2013,518.0
SE,2014,729.0
SE,2015,736.0
SE,2016,904.0
SE,2017,885.0
SE,2018,793.0
SE,2019,1251.0
SE,2020,
CN,1985,52.0
CN,1986,311.0
CN,1987,617.0
CN,1988,1083.0
CN,1989,
CN,1990,1311.0
CN,1991,1386.0
CN,1992,2634.0
CN,1993,1659.0
CN,1994,1530.0
CN,1995,1383.0
CN,1996,1532.0
CN,1997,1653.0
CN,1998,3097.0
CN,1999,6177.0
CN,2000,5395.0
CN,2001,5868.0
CN,2002,11404.0
CN,2003,18241.0
CN,2004,20705.0
CN,2005,25077.0
CN,2006,31945.0
CN,2007,46590.0
CN,2008,65391.0
CN,2009,79767.0
CN,2010,112347.0
CN,2011,143808.0
CN,2012,143535.0
CN,2013,162680.0
CN,2014,263436.0
CN,2015,302136.0
CN,2016,326970.0
CN,2017,345959.0
CN,2018,360919.0
CN,2019,440691.0
CN,2020,
FR,1985,8574.0
FR,1986,7716.0
FR,1987,7875.0
FR,1988,7230.0
FR,1989,7816.0
FR,1990,7941.0
FR,1991,6891.0
FR,1992,7160.0
FR,1993,11551.0
FR,1994,13298.0
FR,1995,10105.0
FR,1996,11119.0
FR,1997,10045.0
FR,1998,9601.0
FR,1999,8937.0
FR,2000,9081.0
FR,2001,8189.0
FR,2002,9472.0
FR,2003,9371.0
FR,2004,8481.0
FR,2005,10697.0
FR,2006,9748.0
FR,2007,9236.0
FR,2008,9228.0
FR,2009,8779.0
FR,2010,8815.0
FR,2011,11417.0
FR,2012,10235.0
FR,2013,10570.0
FR,2014,11043.0
FR,2015,10623.0
FR,2016,10216.0
FR,2017,10574.0
FR,2018,11673.0
FR,2019,11339.0
FR,2020,
LU,1985,69.0
LU,1986,66.0
LU,1987,64.0
LU,1988,59.0
LU,1989,71.0
LU,1990,33.0
LU,1991,
LU,1992,
LU,1993,
LU,1994,
LU,1995,47.0
LU,1996,80.0
LU,1997,64.0
LU,1998,46.0
LU,1999,47.0
LU,2000,61.0
LU,2001,
LU,2002,41.0
LU,2003,
LU,2004,14.0
LU,2005,23.0
LU,2006,11.0
LU,2007,13.0
LU,2008,30.0
LU,2009,60.0
LU,2010,39.0
LU,2011,63.0
LU,2012,
LU,2013,79.0
LU,2014,100.0
LU,2015,85.0
LU,2016,123.0
LU,2017,59.0
LU,2018,10.0
LU,2019,119.0
LU,2020,
PA,1985,5.0
PA,1986,6.0
PA,1987,4.0
PA,1988,1.0
PA,1989,7.0
PA,1990,9.0
PA,1991,6.0
PA,1992,5.0
PA,1993,3.0
PA,1994,15.0
PA,1995,7.0
PA,1996,
PA,1997,
PA,1998,
PA,1999,
PA,2000,
PA,2001,
PA,2002,
PA,2003,
PA,2004,
PA,2005,
PA,2006,
PA,2007,
PA,2008,
PA,2009,
PA,2010,12.0
PA,2011,
PA,2012,6.0
PA,2013,5.0
PA,2014,
PA,2015,2.0
PA,2016,
PA,2017,2.0
PA,2018,
PA,2019,5.0
PA,2020,
BG,1985,
BG,1986,
BG,1987,1.0
BG,1988,11.0
BG,1989,57.0
BG,1990,140.0
BG,1991,141.0
BG,1992,63.0
BG,1993,44.0
BG,1994,168.0
BG,1995,237.0
BG,1996,187.0
BG,1997,185.0
BG,1998,204.0
BG,1999,144.0
BG,2000,132.0
BG,2001,124.0
BG,2002,101.0
BG,2003,86.0
BG,2004,80.0
BG,2005,69.0
BG,2006,65.0
BG,2007,95.0
BG,2008,133.0
BG,2009,121.0
BG,2010,61.0
BG,2011,57.0
BG,2012,67.0
BG,2013,56.0
BG,2014,28.0
BG,2015,36.0
BG,2016,69.0
BG,2017,171.0
BG,2018,182.0
BG,2019,203.0
BG,2020,
ZA,1985,
ZA,1986,
ZA,1987,
ZA,1988,
ZA,1989,1109.0
ZA,1990,1051.0
ZA,1991,918.0
ZA,1992,921.0
ZA,1993,942.0
ZA,1994,897.0
ZA,1995,766.0
ZA,1996,355.0
ZA,1997,200.0
ZA,1998,140.0
ZA,1999,902.0
ZA,2000,968.0
ZA,2001,983.0
ZA,2002,924.0
ZA,2003,957.0
ZA,2004,1010.0
ZA,2005,868.0
ZA,2006,918.0
ZA,2007,863.0
ZA,2008,833.0
ZA,2009,822.0
ZA,2010,567.0
ZA,2011,685.0
ZA,2012,474.0
ZA,2013,445.0
ZA,2014,453.0
ZA,2015,403.0
ZA,2016,595.0
ZA,2017,451.0
ZA,2018,694.0
ZA,2019,313.0
ZA,2020,
TW,1985,
TW,1986,
TW,1987,
TW,1988,
TW,1989,
TW,1990,
TW,1991,
TW,1992,
TW,1993,
TW,1994,
TW,1995,
TW,1996,
TW,1997,
TW,1998,
TW,1999,
TW,2000,
TW,2001,
TW,2002,
TW,2003,
TW,2004,
TW,2005,
TW,2006,
TW,2007,
TW,2008,
TW,2009,
TW,2010,
TW,2011,
TW,2012,
TW,2013,
TW,2014,
TW,2015,
TW,2016,
TW,2017,
TW,2018,
TW,2019,
TW,2020,
AR,1985,198.0
AR,1986,860.0
AR,1987,495.0
AR,1988,
AR,1989,249.0
AR,1990,87.0
AR,1991,114.0
AR,1992,612.0
AR,1993,451.0
AR,1994,198.0
AR,1995,342.0
AR,1996,292.0
AR,1997,307.0
AR,1998,155.0
AR,1999,145.0
AR,2000,115.0
AR,2001,96.0
AR,2002,156.0
AR,2003,108.0
AR,2004,306.0
AR,2005,512.0
AR,2006,445.0
AR,2007,244.0
AR,2008,248.0
AR,2009,211.0
AR,2010,224.0
AR,2011,208.0
AR,2012,228.0
AR,2013,265.0
AR,2014,214.0
AR,2015,201.0
AR,2016,176.0
AR,2017,129.0
AR,2018,165.0
AR,2019,247.0
AR,2020,
BR,1985,442.0
BR,1986,289.0
BR,1987,487.0
BR,1988,474.0
BR,1989,453.0
BR,1990,341.0
BR,1991,254.0
BR,1992,378.0
BR,1993,419.0
BR,1994,525.0
BR,1995,189.0
BR,1996,
BR,1997,406.0
BR,1998,424.0
BR,1999,
BR,2000,685.0
BR,2001,674.0
BR,2002,
BR,2003,
BR,2004,249.0
BR,2005,233.0
BR,2006,
BR,2007,234.0
BR,2008,341.0
BR,2009,314.0
BR,2010,380.0
BR,2011,365.0
BR,2012,385.0
BR,2013,374.0
BR,2014,460.0
BR,2015,533.0
BR,2016,714.0
BR,2017,1066.0
BR,2018,906.0
BR,2019,1793.0
BR,2020,
GB,1985,4610.0
GB,1986,3875.0
GB,1987,3633.0
GB,1988,3273.0
GB,1989,3265.0
GB,1990,3307.0
GB,1991,3331.0
GB,1992,3019.0
GB,1993,3517.0
GB,1994,3646.0
GB,1995,2737.0
GB,1996,2792.0
GB,1997,3168.0
GB,1998,2910.0
GB,1999,3003.0
GB,2000,2807.0
GB,2001,3339.0
GB,2002,3662.0
GB,2003,3780.0
GB,2004,3751.0
GB,2005,2978.0
GB,2006,2058.0
GB,2007,2070.0
GB,2008,2118.0
GB,2009,2323.0
GB,2010,2992.0
GB,2011,2974.0
GB,2012,2464.0
GB,2013,2315.0
GB,2014,2838.0
GB,2015,2897.0
GB,2016,3267.0
GB,2017,3005.0
GB,2018,3081.0
GB,2019,4470.0
GB,2020,
SA,1985,
SA,1986,
SA,1987,
SA,1988,
SA,1989,
SA,1990,
SA,1991,
SA,1992,
SA,1993,
SA,1994,1.0
SA,1995,
SA,1996,
SA,1997,2.0
SA,1998,2.0
SA,1999,2.0
SA,2000,
SA,2001,2.0
SA,2002,2.0
SA,2003,2.0
SA,2004,11.0
SA,2005,42.0
SA,2006,17.0
SA,2007,
SA,2008,
SA,2009,19.0
SA,2010,17.0
SA,2011,
SA,2012,37.0
SA,2013,49.0
SA,2014,163.0
SA,2015,124.0
SA,2016,90.0
SA,2017,123.0
SA,2018,86.0
SA,2019,107.0
SA,2020,
