1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,country,year,gdp_per_capita,polity_x,control_total_patents,4_Flood_total_count,4_Flood_granted_count,4_Flood_granted_family_ge_2_count,4_Flood_K_stock,total_deaths,total_affected,total_damages_adj,r10_total_deaths,r10_total_affected,r10_total_damages_adj,r9_total_deaths,r9_total_affected,r9_total_damages_adj,r8_total_deaths,r8_total_affected,r8_total_damages_adj,r7_total_deaths,r7_total_affected,r7_total_damages_adj,r6_total_deaths,r6_total_affected,r6_total_damages_adj,r5_total_deaths,r5_total_affected,r5_total_damages_adj,r4_total_deaths,r4_total_affected,r4_total_damages_adj,r3_total_deaths,r3_total_affected,r3_total_damages_adj,r2_total_deaths,r2_total_affected,r2_total_damages_adj,r1_total_deaths,r1_total_affected,r1_total_damages_adj,Total_count,Granted_count,Granted_family_ge_2_count,K_Stock,region,income_group,lpop,polity_y,low,middle,high,damage_cor,damage_gdp,combi,difmonth,abs_diff,dif_temp,drought,flood,disindex,disindexla,indexla,dindex,r10_lpop,r10_polity,r10_low,r10_middle,r10_high,r10_damage_cor,r10_damage_gdp,r10_combi,r10_difmonth,r10_abs_diff,r10_dif_temp,r10_drought,r10_flood,r10_disindex,r10_disindexla,r10_indexla,r10_dindex,r10_region,r10_income_group,population_density
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1985,10.151129651756827,0.5,9.943333070458252,18,6,3,4.575741375297279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.0,1680.0,1233.0,99.5680490109981,.,High income: OECD,11.260416,1.0,0,0,1,0.0,0.0,109.0,0.3260000096567613,37.894871,1.3218684,0,0.32600001,13.81275,0.0038655987,0.0084813097,115.74787,,,,,,,,,,,,,,,,,,,,222.50987597743
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1986,10.173287689149616,0.5,10.008297916888472,12,7,5,4.496303531000978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3538.0,1823.0,1385.0,110.38812047328187,.,High income: OECD,11.260784,1.0,0,0,1,0.0,0.0,96.0,0.6238665302208153,8.2143478,0.32634607,0,0.62386656,13.767804,0.00385302,0.0074703,101.95021,,,,,,,,,,,,,,,,,,,,222.611737748117
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1987,10.185675637545952,0.5,9.921720320797188,15,8,7,4.435357071427199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3561.0,1885.0,1477.0,113.7287642579106,.,High income: OECD,11.260846,1.0,0,0,1,0.0,0.0,89.0,0.4231177314627323,39.274445,0.33228117,0,0.42311773,12.227036,0.0034218249,0.0069137975,94.3554,,,,,,,,,,,,,,,,,,,,222.953971300089
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1988,10.218170549679582,0.5,9.991452641264772,26,15,11,4.464469296690204,6.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,3791.0,2007.0,1610.0,117.18639362842292,.,High income: OECD,11.264856,1.0,0,0,1,0.0,0.0,100.0,0.9857185233471776,23.339008,23.339008,0,0.98571855,16.255239,0.0045491471,0.0093955388,128.22473,112.647672,10.0,0.0,0.0,10.0,607.2829551696777,0.0611423866,985.6,6.431678800919569,214.3012712,60.53294634,0.0,6.4316789,139.570863,0.0390599208,0.0804082977,1097.36463,,,223.826709248704
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1989,10.248662702621273,-39.0,9.842303399211133,19,8,6,4.406642117765459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,3896.0,2024.0,1608.0,120.10180930645082,.,High income: OECD,11.272698,1.0,0,0,1,0.0,0.0,104.9,0.505996162079865,15.982672,15.982672,0,0.50599617,16.524981,0.0046246364,0.0093196221,127.18867,112.654864,10.0,0.0,0.0,10.0,567.6829223632812,0.055744935,1008.5,6.469310845753768,199.4694752,75.06061504,0.0,6.46931095,145.106024,0.0406089762,0.0833074053,1136.929933,,,225.564354251998
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1990,10.29125885730878,-22.666666666666668,9.292012520620208,31,17,13,4.464120594182495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,6.0,3500.0,0.0,0.0,0.0,0.0,4413.0,2112.0,1821.0,122.79313138612892,.,High income: OECD,11.282006,1.0,0,0,1,3206.685039520264,0.20735653,104.9,0.7596761460456034,16.237968,16.237968,0,0.75967616,13.995361,0.0039167036,0.0091517502,124.89764,112.668594,10.0,0.0,0.0,10.0,3774.3679618835454,0.26310146500000003,1034.3,6.644047539760501,198.9921972,89.56177454,0.0,6.644047629999999,147.760995,0.0413519893,0.0862146167,1176.605825,,,227.517053819494
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1991,10.333793496946502,10.0,9.307557822691544,17,7,5,4.394053158239935,5.0,0.0,106419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3500.0,106419.0,11.0,3500.0,106419.0,11.0,3500.0,106419.0,11.0,3500.0,106419.0,11.0,3500.0,106419.0,5.0,0.0,106419.0,5.0,0.0,106419.0,4910.0,2457.0,2079.0,125.11256976432648,.,High income: OECD,11.289585,1.0,0,0,1,45.55298519134521,0.002726652,104.9,0.4479827446270089,9.2421246,9.2421246,0,0.44798276,12.263144,0.0034319302,0.0086162975,117.59011,112.688576,10.0,0.0,0.0,10.0,3819.9209470748906,0.26582811700000003,1049.8,6.100774901633183,197.6019518,98.30602719999999,0.0,6.10077499,146.296854,0.040942238799999996,0.08785602619999999,1199.0068099999999,,,229.18080944061
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1992,10.345238218878436,10.0,9.314520190885846,35,18,11,4.465594748216704,0.0,0.0,55519.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3500.0,161938.0,11.0,3500.0,161938.0,11.0,3500.0,161938.0,11.0,3500.0,161938.0,11.0,3500.0,161938.0,5.0,0.0,161938.0,5.0,0.0,161938.0,5.0,0.0,161938.0,6262.0,3311.0,2652.0,128.87537280712337,.,High income: OECD,11.297226,1.0,0,0,1,61.07622528076172,0.0034841462,99.1,0.5513210767509626,5.4669476,5.4669476,0,0.55132109,13.1763,0.0036874835,0.0080028595,109.21827,112.717049,10.0,0.0,0.0,10.0,3880.9971723556523,0.2693122632,1034.9,6.280173187014979,186.6952824,103.29211424,0.0,6.2801732900000005,145.183313,0.0406306064,0.08706213789999999,1188.1723,,,230.930020336264
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1993,10.3288477837283,10.0,9.370416319822818,56,30,28,4.645129375311507,5.0,100000.0,1074959.0,0.0,0.0,0.0,16.0,103500.0,1236897.0,16.0,103500.0,1236897.0,16.0,103500.0,1236897.0,16.0,103500.0,1236897.0,16.0,103500.0,1236897.0,10.0,100000.0,1236897.0,10.0,100000.0,1236897.0,10.0,100000.0,1236897.0,5.0,100000.0,1130478.0,7161.0,4125.0,3045.0,133.4417406816642,.,High income: OECD,11.303836,1.0,0,0,1,787.0087299346924,0.044352841,82.8,1.03492499868393,22.122583,22.122583,0,1.034925,13.816787,0.0038667282,0.0079617705,108.65751,112.754862,10.0,0.0,0.0,10.0,4668.005902290344,0.3136651042,998.6,6.361605249710328,183.5063494,100.10318124,0.0,6.36160535,140.661145,0.039365045,0.0840353714,1146.8648,,,232.459793194317
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1994,10.349016561725596,10.0,9.344521553442204,43,21,14,4.696977012608171,2.0,0.0,687078.0,18.0,103500.0,1923975.0,18.0,103500.0,1923975.0,18.0,103500.0,1923975.0,18.0,103500.0,1923975.0,18.0,103500.0,1923975.0,12.0,100000.0,1923975.0,12.0,100000.0,1923975.0,12.0,100000.0,1923975.0,7.0,100000.0,1817556.0,7.0,100000.0,1762037.0,7797.0,4665.0,3461.0,138.27834618248104,.,High income: OECD,11.307304,1.0,0,0,1,1143.884094238281,0.061718397,74.0,0.6115556872093,25.109148,25.109148,0,0.6115557,12.610493,0.0035291379,0.0075267572,102.7207,112.79955700000001,10.0,0.0,0.0,10.0,5244.207074165344,0.31963856620000003,964.6,6.270159610084156,202.884115,119.48094684,0.0,6.27015973,138.449895,0.038746210499999996,0.082840003,1130.55111,,,233.274177193435
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1995,10.361400976065829,10.0,9.398561160701128,65,37,33,4.870016057897274,0.0,0.0,0.0,18.0,103500.0,1923975.0,18.0,103500.0,1923975.0,18.0,103500.0,1923975.0,18.0,103500.0,1923975.0,12.0,100000.0,1923975.0,12.0,100000.0,1923975.0,12.0,100000.0,1923975.0,7.0,100000.0,1817556.0,7.0,100000.0,1762037.0,2.0,0.0,687078.0,7510.0,4545.0,3323.0,142.06326416598455,.,High income: OECD,11.310243,1.0,0,0,1,430.8713531494141,0.022311641,80.0,0.8129461771538545,4.9145465,4.9145465,0,0.8129462,11.134138,0.0031159695,0.0064794361,88.42749,112.849384,10.0,0.0,0.0,10.0,5675.078427314758,0.3419502072,935.6,6.757105777581249,169.9037905,123.07362494,0.0,6.75710592,135.771283,0.0379965813,0.0808381294,1103.23073,,,233.967490690347
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1996,10.366532161832671,10.0,9.4053313318708,57,38,29,5.003439856608779,0.0,0.0,0.0,18.0,103500.0,1923975.0,18.0,103500.0,1923975.0,18.0,103500.0,1923975.0,12.0,100000.0,1923975.0,12.0,100000.0,1923975.0,12.0,100000.0,1923975.0,7.0,100000.0,1817556.0,7.0,100000.0,1762037.0,2.0,0.0,687078.0,0.0,0.0,0.0,7736.0,4761.0,3386.0,144.83748864432766,.,High income: OECD,11.31314,1.0,0,0,1,0.4139925837516785,2.0981612e-05,61.0,0.3036923720640708,17.037621,0.10150185,0,0.30369237,11.235167,0.003144243,0.0049024113,66.905197,112.90174,10.0,0.0,0.0,10.0,5675.49241989851,0.341971188812,900.6,6.436931619424505,178.7270637,122.84878072000001,0.0,6.4369317299999995,133.238646,0.0372878043,0.07827024070000001,1068.185717,,,234.652470709559
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1997,10.38283193849214,10.0,9.406071615680055,56,29,22,5.048161459693027,0.0,5200.0,580451.0,18.0,108700.0,2504426.0,18.0,108700.0,2504426.0,12.0,105200.0,2504426.0,12.0,105200.0,2504426.0,12.0,105200.0,2504426.0,7.0,105200.0,2398007.0,7.0,105200.0,2342488.0,2.0,5200.0,1267529.0,0.0,5200.0,580451.0,0.0,5200.0,580451.0,8713.0,5216.0,3958.0,147.5633715366283,.,High income: OECD,11.31461,1.0,0,0,1,303.8208312988281,0.015023809,69.9,0.5464518664163546,17.668137,4.4330764,0,0.54645187,11.312787,0.0031659659,0.0057871458,78.97953,112.95550399999999,10.0,0.0,0.0,10.0,5979.313251197338,0.356994997812,881.5,6.560265754378127,157.12075570000002,126.94957595,0.0,6.56026587,132.324397,0.0370319453,0.077143589,1052.809847,,,235.022979515829
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1998,10.402619715884658,10.0,9.373733918884618,49,19,10,5.020753883178677,0.0,0.0,0.0,18.0,108700.0,2504426.0,12.0,105200.0,2504426.0,12.0,105200.0,2504426.0,12.0,105200.0,2504426.0,7.0,105200.0,2398007.0,7.0,105200.0,2342488.0,2.0,5200.0,1267529.0,0.0,5200.0,580451.0,0.0,5200.0,580451.0,0.0,5200.0,580451.0,8827.0,5251.0,3897.0,149.6197672688507,.,High income: OECD,11.314763,1.0,0,0,1,128.2611999511719,0.0061659995,69.0,1.56469595413334,17.489649,17.489649,0,1.564696,15.529485,0.0043460391,0.0067305355,91.854347,113.00541100000001,10.0,0.0,0.0,10.0,6107.57445114851,0.363160997312,850.5,7.13924318516429,151.2713967,121.10021694999999,0.0,7.13924332,131.598643,0.0368288373,0.0744785857,1016.4394639999999,,,235.078777720474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,1999,10.420670103322308,10.0,9.373479109353363,50,24,11,5.030089293808234,7.0,100000.0,668100.0,19.0,205200.0,3172526.0,19.0,205200.0,3172526.0,19.0,205200.0,3172526.0,14.0,205200.0,3066107.0,14.0,205200.0,3010588.0,9.0,105200.0,1935629.0,7.0,105200.0,1248551.0,7.0,105200.0,1248551.0,7.0,105200.0,1248551.0,7.0,100000.0,668100.0,9413.0,5433.0,4169.0,152.46678479407,.,High income: OECD,11.315386,1.0,0,0,1,1896.787038803101,0.08805915,82.0,0.6628365976480192,20.214169,20.214169,0,0.66283661,12.617643,0.0035311393,0.0077507044,105.77701,113.048099,10.0,0.0,0.0,10.0,8004.3614899516115,0.451220147312,827.6,7.296083620732444,155.5028937,125.33171395,0.0,7.29608376,127.691305,0.0357353402,0.072909668,995.027804,,,235.257731102069
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,2000,10.44802474275276,10.0,9.34862295977619,39,15,5,4.97779985588493,0.0,0.0,0.0,19.0,205200.0,3172526.0,19.0,205200.0,3172526.0,14.0,205200.0,3066107.0,14.0,205200.0,3010588.0,9.0,105200.0,1935629.0,7.0,105200.0,1248551.0,7.0,105200.0,1248551.0,7.0,105200.0,1248551.0,7.0,100000.0,668100.0,7.0,100000.0,668100.0,10613.0,5632.0,4482.0,154.7951163667167,.,High income: OECD,11.316712,1.0,0,0,1,0.0,0.0,69.0,0.5569538302582061,9.5305052,9.5305052,0,0.55695385,11.225806,0.0031416235,0.0060588415,82.687462,113.08280500000001,10.0,0.0,0.0,10.0,4797.676450431347,0.24386361731200001,791.7,7.093361304945047,148.79543089999999,118.62425115,0.0,7.09336145,124.92174999999999,0.0349602601,0.0698167593,952.8176259999999,,,235.596813297034
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,2001,10.463017372109274,10.0,9.379323364330956,56,35,28,5.065953113372606,0.0,0.0,0.0,19.0,205200.0,3172526.0,14.0,205200.0,3066107.0,14.0,205200.0,3010588.0,9.0,105200.0,1935629.0,7.0,105200.0,1248551.0,7.0,105200.0,1248551.0,7.0,105200.0,1248551.0,7.0,100000.0,668100.0,7.0,100000.0,668100.0,0.0,0.0,0.0,11371.0,5752.0,4657.0,156.65132610785173,.,High income: OECD,11.318377,1.0,0,0,1,271.9419250488281,0.011701926,64.9,1.147684186745058,7.9424806,7.9424806,0,1.1476842,13.068386,0.0036572828,0.005707324,77.890167,113.111597,10.0,0.0,0.0,10.0,5024.065390288831,0.252838891312,751.6999999999999,7.793062747063096,147.49578689999998,117.32460715,0.0,7.79306289,125.726992,0.0351856127,0.06690778580000001,913.1176829999999,,,236.027300085985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,2002,10.459354388295242,10.0,9.52566193023138,37,14,8,5.003286680852684,27.0,330108.0,16690534.0,41.0,535308.0,19756641.0,41.0,535308.0,19701122.0,36.0,435308.0,18626163.0,34.0,435308.0,17939085.0,34.0,435308.0,17939085.0,34.0,435308.0,17939085.0,34.0,430108.0,17358634.0,34.0,430108.0,17358634.0,27.0,330108.0,16690534.0,27.0,330108.0,16690534.0,11472.0,5892.0,4833.0,158.36745516712523,.,High income: OECD,11.320049,1.0,0,0,1,12574.37075805664,0.52960825,78.9,1.156587048800861,11.085665,11.085665,0,1.156587,15.343467,0.0042939805,0.0070300726,95.942253,113.13442,10.0,0.0,0.0,10.0,17537.35992306471,0.778962995112,731.5,8.398328719112994,153.1145043,122.94332455,0.0,8.3983288,127.894159,0.035792109700000005,0.0659349989,899.841666,,,236.451570830706
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,2003,10.451774965234964,10.0,9.46691869937663,45,27,15,5.035109905878916,0.0,0.0,0.0,41.0,535308.0,19701122.0,36.0,435308.0,18626163.0,34.0,435308.0,17939085.0,34.0,435308.0,17939085.0,34.0,435308.0,17939085.0,34.0,430108.0,17358634.0,34.0,430108.0,17358634.0,27.0,330108.0,16690534.0,27.0,330108.0,16690534.0,27.0,330108.0,16690534.0,11497.0,5805.0,4683.0,160.1002964496654,.,High income: OECD,11.320609,1.0,0,0,1,1835.056640625,0.075637184,68.0,0.1896617630405593,2.3788202,0.723535,0,0.18966176,9.0659609,0.0025371751,0.0053133322,72.513199,113.151193,10.0,0.0,0.0,10.0,18585.407833755016,0.8102473381119999,716.6999999999999,7.553065483469624,133.3707415,101.54427655,0.0,7.55306556,123.14333289999999,0.0344625566,0.0632865606,863.697355,,,236.616427281328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,2004,10.46367443836582,10.0,9.479145388658274,41,26,12,5.05502858792652,0.0,0.0,0.0,36.0,435308.0,18626163.0,34.0,435308.0,17939085.0,34.0,435308.0,17939085.0,34.0,435308.0,17939085.0,34.0,430108.0,17358634.0,34.0,430108.0,17358634.0,27.0,330108.0,16690534.0,27.0,330108.0,16690534.0,27.0,330108.0,16690534.0,0.0,0.0,0.0,12117.0,6007.0,4944.0,161.389495013125,.,High income: OECD,11.320398,1.0,0,0,1,137.4164619445801,0.0054503269,75.0,0.6225517617795906,3.1157343,3.1157343,0,0.62255174,11.962874,0.0033478972,0.0060845474,83.038284,113.164287,10.0,0.0,0.0,10.0,17578.940201461315,0.753979268012,717.6999999999999,7.564061558039914,111.37732779999999,79.55086285,0.0,7.5640616000000005,122.4957139,0.0342813159,0.0618443508,844.014939,,,236.592195429653
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,2005,10.471532652722814,10.0,9.645817254152318,45,27,18,5.077905463108864,1.0,450.0,291556.0,35.0,435758.0,18230641.0,35.0,435758.0,18230641.0,35.0,435758.0,18230641.0,35.0,430558.0,17650190.0,35.0,430558.0,17650190.0,28.0,330558.0,16982090.0,28.0,330558.0,16982090.0,28.0,330558.0,16982090.0,1.0,450.0,291556.0,1.0,450.0,291556.0,13037.0,5972.0,4891.0,163.44711448793686,.,High income: OECD,11.319818,1.0,0,0,1,790.0,0.030270243,83.9,0.3253686287760894,17.028681,17.028681,0,0.32536864,13.120518,0.0036718724,0.0077416953,105.65405,113.173862,10.0,0.0,0.0,10.0,17938.0688483119,0.761937870012,721.6,7.076484009662149,123.4914623,91.66499735,0.0,7.07648404,124.4820939,0.0348372188,0.06310661000000001,861.241499,,,236.464680582636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DE,2006,10.510114799831465,10.0,9.470933838737231,64,27,11,5.0969476111382095,0.0,1000.0,0.0,35.0,436758.0,18230641.0,35.0,436758.0,18230641.0,35.0,431558.0,17650190.0,35.0,431558.0,17650190.0,28.0,331558.0,16982090.0,28.0,331558.0,16982090.0,28.0,331558.0,16982090.0,1.0,1450.0,291556.0,1.0,1450.0,291556.0,1.0,1450.0,291556.0,14374.0,6360.0,5125.0,164.91924696839894,.,High income: OECD,11.318689,1.0,0,0,1,0.0,0.0,64.9,0.8224596922222652,14.155042,1.9992481,0,0.8224597,10.07966,0.0028208662,0.0051674079,70.521706,113.17941099999999,10.0,0.0,0.0,10.0,17937.65485572815,0.7619168883999999,725.5,7.595251329820344,120.60888329999999,93.56274359999999,0.0,7.59525137,123.32658690000001,0.034513841999999996,0.0633716066,864.8580079999999,,,236.225197866483
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DE,2007,10.54078217071002,10.0,9.444542550647126,45,17,11,5.050776802323291,1.0,0.0,0.0,36.0,436758.0,18230641.0,36.0,431558.0,17650190.0,36.0,431558.0,17650190.0,29.0,331558.0,16982090.0,29.0,331558.0,16982090.0,29.0,331558.0,16982090.0,2.0,1450.0,291556.0,2.0,1450.0,291556.0,2.0,1450.0,291556.0,1.0,1000.0,0.0,16353.0,6832.0,5629.0,166.811157464426,.,High income: OECD,11.317359,1.0,0,0,1,5845.9091796875,0.1961634,69.0,0.862310638836539,32.908718,32.908718,0,0.86231065,15.37781,0.0043035923,0.0078381952,106.97103,113.18216000000001,10.0,0.0,0.0,10.0,23479.74320411682,0.9430564793999999,724.6,7.911110102240529,135.84946430000002,122.0383852,0.0,7.91111015,127.3916099,0.0356514684,0.065422656,892.849508,,,235.943361918146
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DE,2008,10.552236614789567,10.0,9.23834456838578,43,20,16,5.029601975076145,0.0,0.0,0.0,36.0,431558.0,17650190.0,36.0,431558.0,17650190.0,29.0,331558.0,16982090.0,29.0,331558.0,16982090.0,29.0,331558.0,16982090.0,2.0,1450.0,291556.0,2.0,1450.0,291556.0,2.0,1450.0,291556.0,1.0,1000.0,0.0,1.0,0.0,0.0,18526.0,7471.0,6199.0,168.99175272210286,.,High income: OECD,11.315271,1.0,0,0,1,2932.318603515625,0.094415903,71.9,0.5126789527602583,17.991255,17.991255,0,0.51267898,12.866014,0.0036006477,0.006932009,94.603935,113.182668,10.0,0.0,0.0,10.0,26283.800607681274,1.0313063829,727.5,6.859093100867446,136.3510703,122.5399912,0.0,6.85909313,124.7281389,0.034906077,0.0656241295,895.599096,,,235.522178240542
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DE,2009,10.496146812692787,10.0,9.172638504792172,36,14,10,4.970447338869372,0.0,0.0,24127.0,36.0,431558.0,17674317.0,29.0,331558.0,17006217.0,29.0,331558.0,17006217.0,29.0,331558.0,17006217.0,2.0,1450.0,315683.0,2.0,1450.0,315683.0,2.0,1450.0,315683.0,1.0,1000.0,24127.0,1.0,0.0,24127.0,0.0,0.0,24127.0,18773.0,7840.0,6419.0,171.03059687861676,.,High income: OECD,11.312493,1.0,0,0,1,77.40918350219727,0.0025818381,64.9,0.4122440004772538,11.207762,0.72913432,0,0.41224399,10.677829,0.0029882682,0.0051688487,70.541382,113.179775,10.0,0.0,0.0,10.0,24464.42275238037,0.9458290709999999,710.4,6.608500503696681,127.3446633,103.05495652,0.0,6.60850051,122.78832489999999,0.0343632059,0.06304227379999999,860.363468,,,234.939637417171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DE,2010,10.538627655622715,10.0,9.012864567410553,25,10,8,4.887545434757853,3.0,0.0,0.0,32.0,331558.0,17006217.0,32.0,331558.0,17006217.0,32.0,331558.0,17006217.0,5.0,1450.0,315683.0,5.0,1450.0,315683.0,5.0,1450.0,315683.0,4.0,1000.0,24127.0,4.0,0.0,24127.0,3.0,0.0,24127.0,3.0,0.0,24127.0,15614.0,6354.0,5253.0,171.31440163932442,.,High income: OECD,11.310129,1.0,0,0,1,1114.805541992188,0.035661478,68.0,1.161925915280726,21.662411,0.16494019,0,1.1619259,11.881371,0.0033250882,0.0053289891,72.726868,113.17319199999999,10.0,0.0,0.0,10.0,25579.22829437256,0.981490549,709.4,7.213472588719201,139.4765691,93.68939151,0.0,7.21347256,123.4438899,0.034546670599999996,0.062312421400000005,850.402874,,,234.606908225034
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,US,1985,10.46271346065138,10.0,10.548599284057516,15,11,3,2.4849066497880004,12.0,5550.0,30075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,11050.0,192014.0,4179.0,3083.0,1976.0,118.1033169630247,.,High income: OECD,12.379705,1.0,0,0,1,3136.99880412221,0.074959949,124.9,0.2632210420896027,4.0938911,4.0938911,0,0.26322106,26.651075,0.00027968077,0.00037548569,136.65712,,,,,,,,,,,,,,,,,,,,25.9771851825972
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,US,1986,10.487512272219224,10.0,10.680929924591467,27,25,17,3.565298392342582,13.0,2000.0,59031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,13050.0,251045.0,25.0,7550.0,89106.0,4540.0,3389.0,2286.0,130.64307005294296,.,High income: OECD,12.388947,1.0,0,0,1,1162.02764198184,0.026261104,109.0,0.325709986647963,6.0724964,1.131892,0,0.32571,27.886009,0.00029264035,0.00033317326,121.2576,,,,,,,,,,,,,,,,,,,,26.2183697712404
