year,country,count,granted_count,granted_family_ge_2_count
2005,FR,56522,31118,26886
2005,GB,35057,14447,12806
2005,GR,305,140,119
2005,HU,1850,622,385
2005,IE,2321,851,731
2005,IL,8158,3258,2785
2005,IN,3002,1079,911
2005,IT,21270,10302,9803
2005,JP,201747,113548,106254
2005,KR,141345,88367,35653
2005,MA,149,136,17
2005,MX,919,363,207
2005,MY,679,457,175
2005,NL,31643,13179,11374
2005,NO,4221,1994,1795
2005,NZ,1746,646,569
2005,PA,93,49,44
2005,PH,65,14,11
2005,PL,2923,1205,269
2005,RU,20107,18978,893
2005,SE,18709,8946,8173
2005,SG,2601,1351,1093
2005,SI,800,493,282
2005,TH,143,80,40
2005,UA,8032,7665,343
2005,US,386741,193871,144993
2005,ZA,1536,693,547
2006,AR,1278,412,152
2006,AU,10926,4679,3243
2006,BE,8984,3954,3775
2006,BG,356,192,45
2006,BR,7981,1322,497
2006,CA,20899,9153,7246
2006,CH,29130,13620,12522
2006,CN,232344,171128,8296
2006,DE,166384,75703,57339
2006,DK,7290,3151,2947
2006,EG,130,66,15
2006,ES,10716,6783,3323
2006,FI,11573,5328,4571
2006,FR,55065,29422,25116
2006,GB,33188,13183,11728
2006,GR,431,186,159
2006,HU,1635,478,279
2006,IE,2706,1022,897
2006,IL,8625,3263,2755
2006,IN,3386,1066,889
2006,IT,20652,9273,8680
2006,JP,190021,101714,95479
2006,KR,153292,97402,36863
2006,MA,212,184,42
2006,MX,1018,380,221
2006,MY,685,451,197
2006,NL,28076,11543,9834
2006,NO,3574,1896,1724
2006,NZ,1596,580,492
2006,PA,140,61,39
2006,PH,81,18,9
2006,PL,2559,1339,247
2006,RU,20828,19637,894
2006,SE,18871,8446,7704
2006,SG,2748,1353,1030
2006,SI,683,407,235
2006,TH,136,65,37
2006,UA,10187,4213,275
2006,US,388107,190020,143587
2006,ZA,1435,559,489
2007,AR,1132,397,144
2007,AU,10795,4763,3680
2007,BE,8662,3769,3601
2007,BG,328,212,38
2007,BR,8190,1321,585
2007,CA,21307,9596,7593
2007,CH,30109,13857,12939
2007,CN,247978,172388,7816
2007,DE,163239,72947,56623
2007,DK,7118,3116,2852
2007,EG,137,76,12
2007,ES,10688,6705,3460
2007,FI,11500,5105,4386
2007,FR,54602,29215,24998
2007,GB,34655,14423,12804
2007,GR,422,175,131
2007,HU,1626,451,297
2007,IE,2633,1041,937
2007,IL,8658,3303,2717
2007,IN,3423,1122,948
2007,IT,19906,8978,8409
2007,JP,181285,93854,88125
2007,KR,153762,93139,33817
2007,MA,154,130,17
2007,MX,1162,447,269
2007,MY,768,508,254
2007,NL,26918,11317,9737
2007,NO,3597,1819,1652
2007,NZ,1613,576,488
2007,PA,104,49,45
2007,PH,81,24,15
2007,PL,3120,1562,284
2007,RU,23250,22071,977
2007,SE,18797,8239,7559
2007,SG,2808,1344,1077
2007,SI,670,402,209
2007,TH,163,101,60
2007,UA,11006,2493,305
2007,US,388213,194338,145922
2007,ZA,1504,548,474
2008,AR,996,362,163
2008,AU,10757,4950,3974
2008,BE,8098,3564,3389
2008,BG,309,197,35
2008,BR,8765,1550,725
2008,CA,20067,9518,7804
2008,CH,29098,13856,12952
2008,CN,265649,198879,8687
2008,DE,158356,72005,56301
2008,DK,7620,3393,3201
2008,EG,122,61,14
2008,ES,10806,6898,3475
2008,FI,11742,5362,4632
2008,FR,55064,30354,26021
2008,GB,32715,14282,12578
2008,GR,557,255,165
2008,HU,1638,544,377
2008,IE,2671,1077,979
2008,IL,8560,3477,2840
2008,IN,3726,1353,1165
2008,IT,20051,10593,9197
2008,JP,175855,91479,85848
2008,KR,153528,90489,31641
2008,MA,189,163,25
2008,MX,1353,552,331
2008,MY,1035,638,300
2008,NL,23881,11044,9412
2008,NO,3560,1922,1759
2008,NZ,1596,607,502
2008,PA,64,31,30
2008,PH,54,16,8
2008,PL,3770,1707,395
2008,RU,24496,23216,1033
2008,SE,19797,9466,8714
2008,SG,2992,1549,1204
2008,SI,683,402,223
2008,TH,146,84,49
2008,UA,11092,2062,240
2008,US,363643,191356,142320
2008,ZA,1300,543,463
2009,AR,1017,348,148
2009,AU,9879,4609,3677
2009,BE,7387,3565,3400
2009,BG,286,171,30
2009,BR,8766,1534,720
2009,CA,19286,9750,7929
2009,CH,27735,14112,13172
2009,CN,67849,36668,8650
2009,DE,144521,69474,54890
2009,DK,7362,3620,3402
2009,EG,132,86,18
2009,ES,10813,6860,3719
2009,FI,10511,4800,4115
2009,FR,52422,30230,26099
2009,GB,29776,13339,11871
2009,GR,884,480,199
2009,HU,1640,529,350
2009,IE,2601,1130,988
2009,IL,7537,3326,2697
2009,IN,3581,1324,1127
2009,IT,20202,12607,10161
2009,JP,156513,83415,79795
2009,KR,145819,90807,30367
2009,MA,148,123,27
2009,MX,1477,537,314
2009,MY,1258,837,367
2009,NL,22711,11478,10136
2009,NO,3760,2071,1903
2009,NZ,1427,608,512
2009,PA,34,11,5
2009,PH,87,36,29
2009,PL,3924,1924,395
2009,RU,21973,20844,1049
2009,SE,16935,8536,7854
2009,SG,2933,1454,1167
2009,SI,825,494,283
2009,TH,169,81,52
2009,UA,10837,1802,170
2009,US,331149,182486,139732
2009,ZA,1313,610,493
2010,AR,995,310,119
2010,AU,10435,4992,3895
2010,BE,7842,3846,3689
2010,BG,322,221,28
2010,BR,8124,1337,614
2010,CA,21020,11066,9108
2010,CH,27760,14367,13350
2010,CN,34771,14951,11354
2010,DE,145468,70154,55947
2010,DK,6727,3479,3304
2010,EG,166,92,28
2010,ES,11739,7440,4099
2010,FI,10347,4641,3947
2010,FR,51782,30855,26394
2010,GB,30592,14601,13058
2010,GR,894,473,189
2010,HU,1682,585,386
2010,IE,2598,1242,1103
2010,IL,8099,3897,3195
2010,IN,4543,1748,1539
2010,IT,21127,13953,11414
2010,JP,158959,84144,80360
2010,KR,155598,98142,33176
2010,MA,158,135,25
2010,MX,1609,601,304
2010,MY,1287,775,406
2010,NL,21140,10903,9635
2010,NO,4115,2220,2033
2010,NZ,1495,665,545
2010,PA,46,27,22
2010,PH,94,43,31
2010,PL,4582,2324,590
2010,RU,24514,23143,1207
2010,SE,16664,8774,8171
2010,SG,3416,1499,1235
2010,SI,808,528,261
2010,TH,192,70,49
2010,UA,12340,1960,226
2010,US,338853,190898,147958
2010,ZA,1572,960,575
2011,AR,912,230,109
2011,AU,10964,5227,3712
2011,BE,8284,4077,3839
2011,BG,334,225,36
2011,BR,8353,1253,611
2011,CA,21537,10885,8888
2011,CH,28177,14178,13208
2011,CN,41034,16214,13249
2011,DE,147877,70110,56380
2011,DK,7461,3862,3610
2011,EG,111,57,22
2011,ES,11181,7037,3863
2011,FI,10139,4627,3993
2011,FR,51601,30109,25863
2011,GB,30187,14551,13063
2011,GR,836,423,176
2011,HU,1258,547,346
2011,IE,2544,1351,1176
2011,IL,8377,4074,3320
2011,IN,4917,1953,1615
2011,IT,16886,9596,8855
2011,JP,176537,91604,87844
2011,KR,154142,96126,33899
2011,MA,157,132,27
2011,MX,1817,695,330
2011,MY,1117,661,364
2011,NL,17692,9002,8341
2011,NO,4116,2208,2029
2011,NZ,1502,687,594
2011,PA,39,14,11
2011,PH,144,71,32
2011,PL,5566,2859,671
2011,RU,23931,22182,1513
2011,SE,16904,8955,8351
2011,SG,3507,1533,1197
2011,SI,797,545,273
2011,TH,214,90,62
2011,UA,12023,1895,214
2011,US,362504,202925,156972
2011,ZA,1743,1030,606
2012,AR,891,225,130
2012,AU,10510,5153,3596
2012,BE,8025,3802,3605
2012,BG,387,204,52
2012,BR,9202,2091,556
2012,CA,21458,10984,8742
2012,CH,29163,14243,13190
2012,CN,46108,18081,15061
2012,DE,144955,67046,53711
2012,DK,7817,3921,3607
2012,EG,104,42,22
2012,ES,10979,6916,3871
2012,FI,9892,4853,4186
2012,FR,53378,30635,26361
2012,GB,31492,14847,13213
2012,GR,835,442,204
2012,HU,1241,517,320
2012,IE,2382,1159,979
2012,IL,8405,4166,3315
2012,IN,5433,2087,1717
2012,IT,16520,8962,8506
2012,JP,182123,92924,89080
2012,KR,170504,108590,37521
2012,MA,186,149,39
2012,MX,1900,730,356
2012,MY,1083,569,337
2012,NL,18954,9382,8727
2012,NO,3720,1980,1817
2012,NZ,1513,683,597
2012,PA,76,30,26
2012,PH,233,131,49
2012,PL,6247,3186,814
2012,RU,25103,23364,1630
2012,SE,17333,9077,8375
2012,SG,3724,1696,1338
2012,SI,738,483,278
2012,TH,245,122,74
2012,UA,10865,1513,197
2012,US,391368,220855,170369
2012,ZA,1781,1054,640
2013,AR,867,176,102
2013,AU,10436,4954,3505
2013,BE,6899,3409,3241
2013,BG,568,295,58
2013,BR,9420,2450,568
2013,CA,20595,9798,7598
2013,CH,28872,13598,12551
2013,CN,53155,20878,17801
2013,DE,140764,63397,50241
2013,DK,7262,3595,3278
2013,EG,121,34,22
2013,ES,11066,7088,3927
2013,FI,9841,5015,4306
2013,FR,52823,29199,24889
2013,GB,31260,14166,12540
2013,GR,1018,511,226
2013,HU,1209,530,349
2013,IE,2529,1280,1078
2013,IL,9567,4675,3778
2013,IN,7966,2031,1646
2013,IT,16314,8490,8004
2013,JP,176351,87218,83662
2013,KR,168738,103813,37724
2013,MA,313,124,41
2013,MX,1916,662,319
2013,MY,1010,469,312
2013,NL,18534,9052,8334
2013,NO,3907,1980,1789
2013,NZ,1832,852,701
2013,PA,40,13,8
2013,PH,441,208,48
2013,PL,6258,3051,850
2013,RU,24623,22928,1245
2013,SE,18152,9081,8511
2013,SG,4283,1864,1366
2013,SI,800,511,267
2013,TH,284,139,87
2013,UA,9210,1319,132
2013,US,414991,224431,170956
2013,ZA,1650,901,541
2014,AR,763,92,59
2014,AU,9862,4101,2898
2014,BE,7696,3606,3394
2014,BG,463,235,74
2014,BR,7595,1310,468
2014,CA,20544,8738,6747
2014,CH,27656,11770,10824
2014,CN,62462,24281,20983
2014,DE,141565,59287,47219
2014,DK,7082,3305,3015
2014,EG,117,32,19
2014,ES,10949,6796,3533
2014,FI,8929,4227,3605
2014,FR,52719,26636,22719
2014,GB,33319,13739,12227
2014,GR,1109,528,228
2014,HU,1102,422,262
2014,IE,2660,1310,1043
2014,IL,9479,4186,3386
2014,IN,7110,2162,1716
2014,IT,18948,8277,7755
2014,JP,174265,81628,78338
2014,KR,185300,101782,37617
2014,MA,384,125,46
2014,MX,2037,501,286
2014,MY,861,292,192
2014,NL,20440,9830,8632
2014,NO,3728,1754,1582
2014,NZ,1712,624,520
2014,PA,51,19,13
2014,PH,803,472,40
2014,PL,6032,2812,807
2014,RU,20612,19049,1391
2014,SE,17877,8513,7923
2014,SG,4482,1818,1329
2014,SI,888,490,273
2014,TH,228,71,48
2014,UA,6236,1039,130
2014,US,426405,215460,163588
2014,ZA,1586,880,506
2015,AR,859,104,85
2015,AU,9782,3349,2206
2015,BE,7908,3183,2926
2015,BG,532,256,54
2015,BR,7094,572,361
2015,CA,19185,7416,5598
2015,CH,28389,10667,9636
2015,CN,69348,23776,20829
2015,DE,136929,51902,40730
2015,DK,7082,2673,2421
2015,EG,114,19,11
2015,ES,10264,6002,3109
2015,FI,8144,3532,2936
2015,FR,52716,23930,20224
2015,GB,32385,11844,10558
2015,GR,976,469,225
2015,HU,1102,380,250
2015,IE,2760,1116,915
2015,IL,9874,3983,3089
2015,IN,6814,1982,1464
2015,IT,18765,7551,6685
2015,JP,178350,76359,73695
2015,KR,189837,104044,37596
2015,MA,186,57,22
2015,MX,2190,409,236
2015,MY,845,287,222
2015,NL,19911,8864,7631
2015,NO,3756,1442,1257
2015,NZ,1890,546,451
2015,PA,40,11,8
2015,PH,938,543,44
2015,PL,6848,2761,709
2015,RU,24519,22899,1195
2015,SE,17649,7196,6662
2015,SG,4286,1482,1085
2015,SI,614,344,197
2015,TH,388,121,84
2015,UA,6053,514,106
2015,US,408357,196817,145602
2015,ZA,1615,819,460
2016,AR,816,70,46
2016,AU,10065,2671,1617
2016,BE,7782,2612,2166
2016,BG,596,385,40
2016,BR,7103,374,217
2016,CA,18705,6436,4664
2016,CH,26207,6737,5965
2016,CN,84740,21410,17510
2016,DE,135073,40235,29752
2016,DK,6401,1841,1615
2016,EG,124,34,17
2016,ES,10115,5355,2372
2016,FI,7303,2415,1884
2016,FR,48689,17310,14051
2016,GB,32022,8560,7377
2016,GR,941,390,146
2016,HU,1041,250,135
2016,IE,2675,851,732
2016,IL,9963,2996,2238
2016,IN,6433,1768,1213
2016,IT,18615,5681,5045
2016,JP,175599,59250,56156
2016,KR,185363,98911,32100
2016,MA,255,93,36
2016,MX,1885,223,134
2016,MY,615,211,139
2016,NL,20199,6953,5680
2016,NO,3572,1114,910
2016,NZ,1605,363,286
2016,PA,69,5,2
2016,PH,1087,750,26
2016,PL,6194,2120,485
2016,RU,20542,18924,1173
2016,SE,16450,4875,4413
2016,SG,4049,1302,934
2016,SI,623,356,200
2016,TH,459,130,89
2016,UA,1022,309,92
2016,US,399179,170012,121639
2016,ZA,1332,565,273
2017,AR,676,75,56
2017,AU,9443,2276,1253
2017,BE,7832,2044,1525
2017,BG,360,231,27
2017,BR,7494,252,123
2017,CA,17726,4947,3341
2017,CH,22642,3519,2859
2017,CN,91938,18490,13105
2017,DE,129047,26211,17124
2017,DK,6332,1109,918
2017,EG,80,17,11
2017,ES,8786,3853,1387
2017,FI,6777,1746,1194
2017,FR,45144,9907,7854
2017,GB,29753,5271,4199
2017,GR,891,304,89
2017,HU,850,163,71
2017,IE,2596,576,484
2017,IL,9421,2179,1616
2017,IN,5842,1132,698
2017,IT,17675,2943,2504
2017,JP,170981,40318,38062
2017,KR,179925,88738,23460
2017,MA,231,82,33
2017,MX,1894,123,87
2017,MY,543,182,97
2017,NL,18199,4356,3130
2017,NO,3895,667,512
2017,NZ,1318,289,237
2017,PA,50,2,0
2017,PH,1116,837,21
2017,PL,5606,1282,267
2017,RU,18434,16661,965
2017,SE,15163,3033,2652
2017,SG,3771,940,671
2017,SI,608,287,146
2017,TH,443,85,49
2017,UA,1048,214,41
2017,US,382561,130012,91492
2017,ZA,1241,511,218
2018,AR,431,26,16
2018,AU,6591,1322,740
2018,BE,4532,992,668
2018,BG,116,22,12
2018,BR,4161,161,108
2018,CA,13149,2216,1364
2018,CH,13977,1512,1139
2018,CN,74199,9860,6372
2018,DE,87539,14410,6671
2018,DK,3933,491,374
2018,EG,52,12,3
2018,ES,6666,2718,627
2018,FI,4229,780,453
2018,FR,27893,2302,1793
2018,GB,19431,2001,1521
2018,GR,562,171,67
2018,HU,595,136,46
2018,IE,1927,312,237
2018,IL,6724,1020,757
2018,IN,4814,538,343
2018,IT,11078,1314,1032
2018,JP,133538,18622,17460
2018,KR,125265,50976,9605
2018,MA,112,20,4
2018,MX,768,37,19
2018,MY,459,106,52
2018,NL,10823,2067,1266
2018,NO,2267,264,179
2018,NZ,876,139,108
2018,PA,222,1,1
2018,PH,1041,832,12
2018,PL,3646,297,93
2018,RU,15967,14617,520
2018,SE,9007,1090,935
2018,SG,2727,439,313
2018,SI,421,148,65
2018,TH,276,73,47
2018,UA,1064,114,17
2018,US,279781,57641,39560
2018,ZA,1443,975,202
2019,AR,102,10,5
2019,AU,3398,857,171
2019,BE,1622,102,79
2019,BG,38,5,3
2019,BR,776,24,10
2019,CA,5858,267,173
2019,CH,4686,239,135
2019,CN,26319,2415,1145
2019,DE,28941,5219,551
2019,DK,1493,47,34
2019,EG,22,1,0
2019,ES,3363,1501,63
2019,FI,1541,210,73
2019,FR,8128,255,174
2019,GB,7374,232,180
2019,GR,177,17,1
2019,HU,179,37,6
2019,IE,887,32,27
2019,IL,3289,197,137
2019,IN,1750,73,44
2019,IT,4314,179,108
2019,JP,61311,1958,1802
2019,KR,37720,13512,940
2019,MA,11,3,0
2019,MX,207,8,2
2019,MY,189,33,11
2019,NL,3749,143,88
2019,NO,780,20,11
2019,NZ,432,42,19
2019,PA,19,2,0
2019,PH,484,377,0
2019,PL,572,40,6
2019,RU,5288,4724,24
2019,SE,3099,118,83
2019,SG,1149,61,29
2019,SI,114,27,1
2019,TH,172,33,16
2019,UA,128,38,7
2019,US,128509,7844,5483
2019,ZA,396,147,41
2020,AU,41,14,2
2020,BE,4,0,0
2020,CA,7,0,0
2020,CH,7,0,0
2020,CN,39,27,7
2020,DE,14,7,0
2020,DK,1,0,0
2020,ES,3,2,1
2020,FR,6,0,0
2020,GB,2,0,0
2020,IE,6,0,0
2020,IL,2,0,0
2020,IN,3,0,0
2020,IT,2,0,0
2020,JP,42,1,1
2020,KR,203,8,0
2020,MA,1,0,0
2020,MX,1,0,0
2020,NL,8,0,0
2020,NO,2,0,0
2020,NZ,6,0,0
2020,PL,1,0,0
2020,RU,1,0,0
2020,SE,8,0,0
2020,SG,1,0,0
2020,US,202,5,0
